id,name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
96000,The Tiny Bang Story,2011,63,8,7.073878627968337,3.6,3.6,3.77,0.16999999999999993,Story Rich|Steampunk|Adventure|Atmospheric|Puzzle|Surreal|Collectathon|Comedy|Relaxing|Touch-Friendly|Classic|Funny|Mystery|Casual|Indie|Short|Cartoony|Retro|Logic|Cult Classic|Remake|Singleplayer|Minigames|Great Soundtrack|Hand-drawn|Colorful|Cute|Hidden Object|Family Friendly|2D|Stylized
262410,World of Guns: Gun Disassembly,2014,,8,5.208939708939709,2.0,,28.07,26.07,Horror|First-Person|Historical|Multiplayer|Strategy|Gun Customization|Action|Old School|Adventure|Military|Exploration|Puzzle|Free to Play|Co-op|FPS|Open World|Relaxing|Funny|3D|Casual|Indie|Shooter|America|Simulation|Singleplayer|Realistic|3D Platformer|Online Co-Op|Education|Logic|Sandbox
1250410,Microsoft Flight Simulator 40th Anniversary Edition,2020,91,6,3.5810823800826683,,,,,Multiplayer|Adventure|VR|Action Roguelike|Physics|Atmospheric|Boxing|Surreal|Psychological Horror|Controller|Beautiful|Open World|Auto Battler|Flight|Sexual Content|Real-Time|Short|Life Sim|Epic|Singleplayer|Simulation|Realistic|Colorful|Family Friendly|TrackIR|Logic
365450,Hacknet,2015,82,8,14.548520302821748,7.06,8.73,10.75,3.6900000000000004,Horror|Story Rich|Hacking|Crime|Multiplayer|Dystopian |Strategy|Adventure|Atmospheric|Puzzle|Cyberpunk|Detective|Programming|Massively Multiplayer|Typing|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Choices Matter|Education|2D|Difficult|Logic|Illuminati|Sci-fi
92800,SpaceChem,2011,84,8,11.44041450777202,43.32,57.79,67.55,24.229999999999997,Automation|Strategy|Building|Puzzle|Science|Programming|Touch-Friendly|Casual|Indie|Simulation|Singleplayer|Space|Great Soundtrack|Education|Addictive|2D|Difficult|Logic|Illuminati|Sci-fi
1301720,Escape Room - Der kranke Kollege,2020,,8,6.828913601368691,1.69,2.49,2.31,0.6200000000000001,Horror|First-Person|Crime|Multiplayer|Adventure|Escape Room|Atmospheric|Exploration|Puzzle|Free to Play|Investigation|Psychological Horror|Detective|Multiple Endings|Relaxing|3D|Casual|Tutorial|Realistic|Interactive Fiction|Immersive Sim|Logic
589870,Learn to Fly 3,2017,,8,15.571125265392782,3.02,6.35,11.78,8.76,Multiplayer|Strategy|Action|Adventure|Physics|Management|Puzzle|Memes|Free to Play|Character Customization|Psychological Horror|Runner|Co-op|Open World|Relaxing|Flight|Funny|Arcade|Casual|Indie|Simulation|Singleplayer|Space|Great Soundtrack|Cute|Anime|Family Friendly|2D|Logic|Sandbox
736260,Baba Is You,2019,87,9,49.39718309859155,6.84,19.28,46.7,39.86,Horror|Sokoban|Strategy|Level Editor|Pixel Graphics|Atmospheric|Puzzle|Surreal|Psychological Horror|Top-Down|Programming|Souls-like|Nudity|Funny|Sexual Content|Casual|Indie|Retro|Singleplayer|Great Soundtrack|Cute|2D|Minimalist|Difficult|Logic
585420,Trailmakers,2019,,8,11.906299212598425,12.18,85.26,406.74,394.56,Robots|Co-op Campaign|Automobile Sim|Action-Adventure|Multiplayer|Mechs|Driving|Action|Adventure|Building|Physics|Exploration|Puzzle|Free to Play|Science|Co-op|Open World|Early Access|Destruction|Transportation|Racing|Flight|Funny|Moddable|Survival|Indie|Vehicular Combat|Simulation|Singleplayer|Submarine|PvP|Space|Jet|LEGO|Online Co-Op|Family Friendly|Tanks|Logic|Sandbox
1455840,Dorfromantik,2022,,9,32.1463768115942,5.25,13.6,63.94,58.69,Procedural Generation|Strategy|Soundtrack|Atmospheric|Exploration|Puzzle|City Builder|Controller|Top-Down|Turn-Based Tactics|Open World|Early Access|Relaxing|3D|Casual|Indie|Logic|Singleplayer|Simulation|Hand-drawn|Colorful|Cute|Turn-Based Strategy|Family Friendly|Minimalist|Stylized|Sandbox|Board Game
673610,Airport CEO,2021,,8,5.536157024793388,26.02,28.17,,-26.02,Automation|Strategy|Driving|Resource Management|Building|Management|City Builder|Top-Down|Open World|Early Access|Sandbox|Transportation|Flight|Funny|Moddable|Indie|Tutorial|Capitalism|Singleplayer|Simulation|Realistic|Jet|Immersive Sim|2D|Logic|Economy
375820,Human Resource Machine,2015,78,8,15.220833333333333,4.18,7.57,9.52,5.34,Automation|Resource Management|Puzzle|Comedy|Programming|Satire|Touch-Friendly|Funny|Casual|Indie|Simulation|Singleplayer|Great Soundtrack|Education|2D|Difficult|Experimental|Logic|Sandbox
619150,while True: learn(),2019,,8,11.255238095238095,7.26,8.78,13.88,6.620000000000001,Automation|Underground|Transhumanism|Building|Puzzle|Science|Investigation|Dynamic Narration|Early Access|Programming|Indie|Simulation|Singleplayer|Education|Intentionally Awkward Controls|2D|Logic|Sandbox|Cats
25800,Europa Universalis III Complete,2009,83,8,5.188741721854305,,,,,4X|Historical|Multiplayer|Strategy|Grand Strategy|RTS|Political|Political Sim|Real-Time with Pause|Co-op|Moddable|Simulation|Singleplayer|Alternate History|Great Soundtrack|Medieval|Addictive|Logic|Sandbox|War
558990,Opus Magnum,2017,90,9,37.97744360902256,15.24,26.06,42.6,27.36,Automation|Building|Steampunk|Puzzle|Casual|Indie|Hex Grid|2D|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Early Access|Programming
1522870,Supraland Six Inches Under,2022,,9,31.06756756756757,8.36,11.08,17.0,8.64,First-Person|Action-Adventure|Multiplayer|Action|Adventure|Combat|Political|Exploration|Puzzle|Collectathon|Comedy|FPS|Open World|Relaxing|Funny|3D|Shooter|Singleplayer|Colorful|3D Platformer|Cute|Cartoon|Logic|Metroidvania
204240,The Bridge,2013,74,8,7.0371819960861055,3.55,5.89,7.61,4.0600000000000005,Side Scroller|Strategy|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Controller|Philosophical|Beautiful|Touch-Friendly|Casual|Indie|Logic|Singleplayer|Emotional|Great Soundtrack|Hand-drawn|Abstract|Dark|2D|Difficult|Stylized
504210,SHENZHEN I/O,2016,,9,19.602272727272727,34.96,44.16,52.74,17.78,Automation|Building|Education|Hacking|Puzzle|Indie|Solitaire|2D|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Early Access|Programming
370360,TIS-100,2015,,9,29.99137931034483,16.03,33.04,42.79,26.759999999999998,Automation|Education|Hacking|Puzzle|Indie|Psychological Horror|Logic|Difficult|Simulation|Singleplayer|Early Access|Programming
241240,Contraption Maker,2014,,8,10.436893203883495,10.5,16.3,20.9,10.399999999999999,Horror|Automation|Nostalgia|Multiplayer|Level Editor|Cozy|Building|Physics|Puzzle|Co-op|Comedy|Early Access|Programming|Touch-Friendly|Classic|Casual|Moddable|Indie|Singleplayer|Simulation|Wholesome|Online Co-Op|Education|Family Friendly|Lemmings|2D|Difficult|Logic|Sandbox
1555290,Hormone Wars - Tower Defense,2021,,,0.5,,,,,Strategy|RTS|Adventure|Building|Memes|Score Attack|Tactical|Early Access|Relaxing|3D|Casual|Indie|Replay Value|Logic|Simulation|Colorful|Cute|Tower Defense|Stylized
266010,LYNE,2014,,9,22.757396449704142,16.28,17.64,19.28,3.0,Horror|Procedural Generation|Strategy|Action|Adventure|Mouse only|Atmospheric|Puzzle|Free to Play|Psychological Horror|Relaxing|Touch-Friendly|Arcade|Casual|Indie|Singleplayer|Great Soundtrack|Abstract|2D|Minimalist|Difficult|Logic
604990,Stratside,2020,,,6.0,,,,,Procedural Generation|Side Scroller|Level Editor|Resource Management|2.5D|Management|Artificial Intelligence|Auto Battler|Relaxing|Casual|Tutorial|Space|Great Soundtrack|Inventory Management|Tower Defense|Family Friendly|Lemmings|Logic|Sci-fi
94300,The Dream Machine: Chapter 1 & 2,2012,75,8,7.204819277108434,13.12,13.93,18.2,5.08,Horror|Episodic|Story Rich|Adventure|Atmospheric|Exploration|Puzzle|Surreal|Psychological Horror|Narration|Mature|Classic|Mystery|Casual|Fantasy|Indie|Psychedelic|Singleplayer|Great Soundtrack|Psychological|Drama|Hand-drawn|Dark|Interactive Fiction|Third Person|Conversation|2D|Logic|Sci-fi
617670,Zup! S,2018,,9,38.48208469055375,1.32,1.34,1.66,0.33999999999999986,Horror|Fast-Paced|Strategy|Action|Trading Card Game|Physics|Puzzle|Psychological Horror|Beautiful|Relaxing|Casual|Indie|Short|Singleplayer|Cute|Education|2D|Minimalist|Difficult|Logic
792100,7 Billion Humans,2018,,8,13.62037037037037,10.23,16.17,22.97,12.739999999999998,Satire|Touch-Friendly|Automation|Funny|Education|Puzzle|Casual|Indie|Logic|Simulation|Great Soundtrack|Singleplayer|Programming
1318690,shapez,2020,,9,29.5126582278481,26.35,36.98,40.19,13.839999999999996,Automation|Procedural Generation|Strategy|RTS|Resource Management|Building|Management|Puzzle|Top-Down|Beautiful|Open World|Relaxing|Crafting|Casual|Moddable|Indie|Singleplayer|Simulation|Idler|Abstract|Real Time Tactics|Family Friendly|2D|Minimalist|Logic|Sandbox
937310,Infinitode 2 - Infinite Tower Defense,2021,,8,11.98974358974359,27.44,100.0,,-27.44,1980s|Relaxing|Crafting|Hand-drawn|Building|Atmospheric|Tower Defense|Mining|Cyberpunk|Strategy|Score Attack|Tactical|2D|Level Editor|Top-Down|Minimalist|Logic|Singleplayer
994140,Lightmatter,2020,73,8,10.567961165048544,3.9,4.44,6.0,2.1,First-Person|Lore-Rich|Futuristic|Old School|Adventure|Atmospheric|Puzzle|Free to Play|Science|Controller|Narration|Dynamic Narration|FPS|3D|Indie|Dark Comedy|Dark|Difficult|Logic|Sci-fi
2206450,Dwarfer,2022,,7,3.25,,,,,Turn-Based Combat|Choices Matter|Puzzle|Dungeon Crawler|Hidden Object|Indie|Turn-Based|2D|Pixel Graphics|Singleplayer|Logic|RPG|Turn-Based Tactics
367580,Hook,2015,,9,32.7890625,1.29,1.21,1.32,0.030000000000000027,Story Rich|Multiplayer|Mouse only|Atmospheric|Puzzle|Gore|Relaxing|Touch-Friendly|Casual|Indie|Short|Singleplayer|Great Soundtrack|Abstract|Family Friendly|2D|Minimalist|Difficult|Logic|Illuminati
2058180,Judgment,2022,,9,23.362694300518136,27.5,45.4,101.46,73.96,Action-Adventure|Crime|Action|Adventure|Gambling|Investigation|Detective|Foreign|3D|3D Fighter|Martial Arts|Realistic|Drama|Dark|Third Person|Hack and Slash|Cinematic|Conspiracy|Logic
397870,Arcane Sorcery,2015,,5,1.28,,,,,4X|Strategy|Grand Strategy|Military|PvE|Turn-Based Combat|Exploration|Isometric|Tactical|Top-Down|Turn-Based Tactics|Mythology|God Game|Fantasy|Indie|Realistic|Medieval|Turn-Based Strategy|Turn-Based|2D|Logic
1769640,Wilderplace,2022,,7,20.0,,,,,Robots|Magic|Sokoban|Story Rich|Adventure|Nature|2.5D|Soundtrack|Atmospheric|Exploration|Puzzle|Isometric|Controller|Female Protagonist|Philosophical|Turn-Based Tactics|Mythology|Multiple Endings|Fantasy|Indie|Logic|Singleplayer|Hand-drawn|Grid-Based Movement|Dungeon Crawler|Turn-Based Strategy|Narrative|Minimalist|Stylized|Metroidvania
1334010,Last Room,2021,,5,2.109375,,,,,3D Vision|Magic|Episodic|First-Person|Action-Adventure|Multiplayer|Strategy|Action|Adventure|Platformer|Physics|Atmospheric|Exploration|Puzzle|Surreal|Runner|Female Protagonist|FPS|Early Access|3D|Casual|Fantasy|Indie|Logic|Singleplayer|Psychological|Time Manipulation|Dark|3D Platformer|Choices Matter|Hidden Object|Difficult|Stylized|Sports|Sci-fi
1560560,村庄-The Village,2021,,5,0.7142857142857143,,,,,Horror|Story Rich|Visual Novel|Strategy|Adventure|Puzzle|Strategy RPG|Psychological Horror|RPG|Detective|2D Platformer|Multiple Endings|Mystery|Casual|Thriller|Singleplayer|Drama|Interactive Fiction|Anime|Logic
765810,Mars Horizon,2020,71,8,5.299019607843137,12.82,34.5,92.87,80.05000000000001,Historical|Space Sim|Strategy|Resource Management|Building|Physics|Exploration|Management|Science|Mars|Logic|Singleplayer|Simulation|Alternate History|Space|Choices Matter|Education|Immersive Sim|Turn-Based|Stylized
1262060,Battle Ram,2023,,8,7.992481203007519,,,1.06,1.06,Robots|Rhythm|Spectacle fighter|Action|Adventure|Mouse only|Combat|PvE|Soundtrack|Action Roguelike|Atmospheric|Puzzle|Psychological Horror|Top-Down|Controller|Arcade|Casual|Indie|Logic|Perma Death|Simulation|Singleplayer|Bullet Hell|Great Soundtrack|Hand-drawn|Colorful|Cute|Addictive|2D|Difficult|Stylized|Sports
485450,Ninja Stealth,2016,,5,2.1598173515981736,1.52,1.58,4.61,3.0900000000000003,First-Person|Action-Adventure|Multiplayer|Strategy|Action|Dating Sim|Adventure|Stealth|Puzzle|Memes|Free to Play|Top-Down|Collectathon|Early Access|Arcade|Casual|Indie|Shooter|Singleplayer|Ninja|Martial Arts|2D|Difficult|Logic
281750,Munin,2014,68,8,4.64935064935065,7.07,9.23,11.25,4.18,Strategy|Adventure|Platformer|Physics|Atmospheric|Puzzle|Surreal|Female Protagonist|Beautiful|2D Platformer|Mythology|Casual|Indie|Singleplayer|Hand-drawn|Abstract|Dark|2D|Difficult|Logic
359510,Tangle Tower,2019,,9,21.337931034482757,5.51,5.8,6.18,0.6699999999999999,Horror|Story Rich|Visual Novel|Crime|Adventure|Atmospheric|Exploration|Puzzle|Investigation|Comedy|Detective|Noir|Funny|Mystery|Indie|Singleplayer|Great Soundtrack|Hand-drawn|Colorful|Interactive Fiction|Conversation|2D|Logic
911430,Good Company,2022,,6,2.9250645994832043,,,,,Robots|Automation|Multiplayer|Strategy|Resource Management|Building|Management|City Builder|Isometric|Co-op|Top-Down|Early Access|Sandbox|Relaxing|Crafting|Funny|Casual|Indie|Tutorial|Cartoony|Replay Value|Logic|Singleplayer|Simulation|Colorful|Online Co-Op|Choices Matter|Immersive Sim|Stylized|Economy
464350,Screeps: World,2016,,8,8.525423728813559,,,,,Hacking|Strategy|RTS|Colony Sim|Building|Mod|Management|Artificial Intelligence|Game Development|Local Multiplayer|Asynchronous Multiplayer|Open World|Early Access|Programming|Sandbox|Massively Multiplayer|Moddable|Indie|Replay Value|Simulation|Idler|Tower Defense|2D|Minimalist|Difficult|Logic|Economy
1919720,Crimson Dawn,2023,,6,2.8026315789473686,,,,,Underground|Action-Adventure|Experience|Strategy|Faith|Action|Pixel Graphics|Adventure|Unforgiving|Class-Based|PvE|On-Rails Shooter|Traditional Roguelike|Action Roguelike|Demons|Vampire|Action RPG|Score Attack|2D Fighter|Controller|RPG|Time Attack|Early Access|Action RTS|Dark Fantasy|1980s|Roguelike Deckbuilder|Auto Battler|Top-Down Shooter|Clicker|Twin Stick Shooter|Arcade|Casual|Indie|Short|Immersive|Retro|Singleplayer|Werewolves|Bullet Hell|Bullet Time|Ambient|Abstract|Mystery Dungeon|Archery|Hack and Slash|Real Time Tactics|2D|Roguevania|Experimental|Logic
300570,Infinifactory,2015,,8,18.52991452991453,34.86,54.89,64.92,30.060000000000002,Space|Automation|Building|First-Person|Puzzle|Strategy|Indie|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Sci-fi|Early Access|Programming
2058190,Lost Judgment,2022,,9,22.725925925925925,23.47,51.98,100.95,77.48,Action-Adventure|Crime|Action|Adventure|Modern|Gambling|Investigation|Detective|Foreign|3D Fighter|Martial Arts|Realistic|Drama|Dark|Third Person|Hack and Slash|Cinematic|Conspiracy|Logic
265890,Hexcells,2014,,9,30.484848484848484,1.97,2.05,2.71,0.74,Relaxing|Touch-Friendly|Abstract|Puzzle|Casual|Strategy|Indie|Short|Hex Grid|2D|Logic|Minimalist|Difficult|Great Soundtrack|Singleplayer
1679290,Fire & Maneuver,2023,,8,4.00896860986547,,,,,Historical|Multiplayer|Strategy|Military|Combat|Turn-Based Combat|Free to Play|Character Customization|Tactical|Co-op|Turn-Based Tactics|3D|Tutorial|Logic|PvP|Online Co-Op|Grid-Based Movement|Turn-Based Strategy|Stylized|War
386260,Microcosmum: survival of cells,2015,,8,5.3707317073170735,5.26,6.94,8.0,2.74,Horror|Procedural Generation|Strategy|Action|RTS|Adventure|Physics|Atmospheric|Exploration|Puzzle|Tactical|Gore|Top-Down|RPG|Open World|Relaxing|Crafting|Underwater|Casual|Survival|Indie|Replay Value|Simulation|Singleplayer|Space|Great Soundtrack|Idler|Realistic|Colorful|Cute|Real Time Tactics|Family Friendly|2D|Logic|Sandbox
1109570,Word Game,2022,,8,15.96979865771812,7.33,8.05,,-7.33,Magic|Story Rich|Strategy|Pixel Graphics|Adventure|Atmospheric|Exploration|Puzzle|Narration|RPG|Dragons|Noir|JRPG|Multiple Endings|Logic|Linear|Choose Your Own Adventure|2D|Minimalist|Stylized
1184810,Mainframe Defenders,2020,,8,8.964912280701755,7.0,,,-7.0,Horror|Robots|Procedural Generation|Hacking|Strategy|Mechs|Card Game|Pixel Graphics|Futuristic|Old School|Tactical RPG|Military|PvE|Turn-Based Combat|Traditional Roguelike|Atmospheric|Exploration|Puzzle|Science|Cyberpunk|Tactical|Surreal|Top-Down|Turn-Based Tactics|1980s|JRPG|Crafting|Casual|Indie|Replay Value|Retro|Singleplayer|Great Soundtrack|Colorful|Tower Defense|Turn-Based Strategy|Loot|Hidden Object|Turn-Based|Tanks|2D|Logic|Sandbox|Sci-fi
794800,Clue/Cluedo: The Classic Mystery Game,2018,,8,7.17981072555205,0.93,3.0,,-0.93,Crime|Multiplayer|Strategy|Card Game|Trading Card Game|Puzzle|Investigation|Detective|Classic|3D|Mystery|Casual|Tabletop|Cult Classic|Singleplayer|PvP|Addictive|Turn-Based Strategy|Family Friendly|2D|Logic|4 Player Local|Board Game
1140290,Murder by Numbers,2020,79,8,5.577114427860696,20.28,26.8,34.21,13.93,Story Rich|Visual Novel|Crime|Adventure|Puzzle|Investigation|Female Protagonist|Detective|Comic Book|Mystery|Indie|Cartoony|Singleplayer|Great Soundtrack|Colorful|Interactive Fiction|Anime|Conversation|2D|Conspiracy|Logic
1275670,Outcore: Desktop Adventure,2022,,9,36.659574468085104,3.26,3.71,15.7,12.44,Story Rich|Visual Novel|Action-Adventure|Pixel Graphics|Dating Sim|Platformer|Atmospheric|Exploration|Puzzle|Free to Play|Psychological Horror|Female Protagonist|Comedy|RPG|2D Platformer|Funny|Indie|Singleplayer|Simulation|Emotional|Colorful|Cute|Choices Matter|Anime|2D|Logic
628750,aMAZE 2,2017,,8,6.072727272727272,0.68,0.7,1.97,1.29,Fast-Paced|Side Scroller|Strategy|Old School|Adventure|Physics|Atmospheric|Puzzle|Relaxing|Classic|Casual|Indie|Short|Retro|Replay Value|Logic|Minigames|Singleplayer|Colorful|Abstract|Cute|Addictive|Family Friendly|2D|Difficult|Experimental|Stylized
852110,RetroMaze,2018,,9,25.977272727272727,0.42,,0.42,,Dystopian |Puzzle|Top-Down|1980s|Relaxing|Top-Down Shooter|Arcade|Casual|Indie|Retro|Logic|Singleplayer|Colorful|Aliens|Education|Family Friendly|2D|Difficult|Stylized
1400680,Impossible Mission II,2020,,,1.5,0.79,,,-0.79,Procedural Generation|Hacking|Side Scroller|Strategy|Action|Pixel Graphics|Parkour|Platformer|Exploration|Puzzle|Cyberpunk|Investigation|Detective|2D Platformer|Colorful|2D|Logic|Metroidvania|Sci-fi
1520370,Mon Bazou,2021,,9,36.409691629955944,,20.02,,,Snow|First-Person|Automobile Sim|Driving|Adventure|Building|Physics|Exploration|Open World|Early Access|Relaxing|Crafting|Offroad|Racing|3D|Casual|ATV|Life Sim|Singleplayer|Simulation|Choose Your Own Adventure|Motorbike|Third Person|Family Friendly|Voxel|Logic|Sandbox
716490,EXAPUNKS,2018,,8,17.950617283950617,25.5,33.64,38.58,13.079999999999998,Automation|Hacking|Puzzle|Cyberpunk|Indie|Logic|Difficult|Simulation|Great Soundtrack|Singleplayer|Sandbox|Early Access|Programming
801480,Agent A: A puzzle in disguise,2019,,9,23.14457831325301,4.27,4.34,5.53,1.2600000000000007,Story Rich|Adventure|Escape Room|Cozy|Atmospheric|Exploration|Puzzle|Investigation|Controller|Female Protagonist|Detective|Funny|Mystery|Casual|Indie|Retro|Logic|Singleplayer|Wholesome|Great Soundtrack|Hidden Object|Family Friendly|Stylized
2206570,Geolosys,2022,,7,4.333333333333333,,,,,Choices Matter|Puzzle|Casual|Indie|2D|Pixel Graphics|Difficult|Minimalist|Logic|Singleplayer|Match 3
1568330,Samurai Chess,2021,,6,2.2,,,,,Strategy|PvE|Puzzle|Turn-Based Tactics|Relaxing|Casual|Assassin|Tabletop|Logic|Singleplayer|Simulation|Chess|Ninja|Martial Arts|Medieval|Grid-Based Movement|Turn-Based Strategy|Stylized|Sports|Board Game
585830,Ninja Stealth 2,2017,,5,2.0787878787878786,,,2.68,2.68,Action-Adventure|Strategy|Action|Pixel Graphics|Adventure|2.5D|Stealth|Puzzle|Top-Down|Collectathon|RPG|Multiple Endings|RPGMaker|Sequel|Arcade|Casual|Indie|Retro|Singleplayer|Ninja|Martial Arts|2D|Difficult|Logic
1444480,Turing Complete,2021,,9,21.057142857142857,,152.2,,,Automation|Building|Education|Hacking|Puzzle|Stylized|2D|Logic|Simulation|Singleplayer|Sci-fi|Early Access|Programming
304410,Hexcells Infinite,2014,,9,33.972727272727276,5.52,8.36,18.93,13.41,Relaxing|Touch-Friendly|Puzzle|Casual|Strategy|Indie|Replay Value|Hex Grid|2D|Logic|Difficult|Minimalist|Mouse only|Singleplayer
1578860,Billionaire Lovers,2021,,9,22.21167883211679,,,4.25,4.25,Story Rich|Visual Novel|First-Person|Psychological Horror|RPG|2D Platformer|Text-Based|Casual|Indie|Singleplayer|Emotional|Drama|Cute|Interactive Fiction|Education|Anime|Cartoon|2D|Conspiracy|Logic
383840,Nimbatus - The Space Drone Constructor,2020,,8,4.097625329815304,4.0,10.0,,-4.0,Robots|Fast-Paced|Automation|Procedural Generation|Space Sim|Strategy|Action|Futuristic|Adventure|Building|Action Roguelike|Physics|Atmospheric|Crowdfunded|Exploration|Management|Free to Play|Science|Looter Shooter|Asynchronous Multiplayer|RPG|Open World|Early Access|Programming|Destruction|Crafting|Top-Down Shooter|Kickstarter|Flight|Mining|Funny|Survival|Indie|Vehicular Combat|Shooter|Simulation|Singleplayer|Space|Inventory Management|LEGO|Open World Survival Craft|Family Friendly|2D|Logic|Sandbox|Sci-fi
474830,Time in Time,2017,,6,2.8461538461538463,,,,,Robots|Platformer|Colorful|3D Platformer|Puzzle|Casual|Side Scroller|Strategy|Indie|Family Friendly|Level Editor|Controller|Difficult|Minimalist|2.5D|Logic|Singleplayer
493720,Haven Moon,2016,,6,3.5762711864406778,3.33,,4.97,1.6399999999999997,Story Rich|First-Person|Steampunk|Adventure|Exploration|Puzzle|Science|Walking Simulator|Investigation|Philosophical|Beautiful|3D|Mystery|Casual|Indie|Choose Your Own Adventure|Realistic|Choices Matter|Logic|Sci-fi
723610,Dream Golf VR,2017,,6,3.3,,,,,Futuristic|Mini Golf|Adventure|VR|Modern|Golf|Atmospheric|Exploration|Free to Play|Arcade|Casual|Fantasy|Indie|Choose Your Own Adventure|Realistic|3D Platformer|Family Friendly|Logic|Sports
1048100,Peekaboo,2019,,6,3.828101644245142,,,,,Horror|Multiplayer|Strategy|Action|Pixel Graphics|Old School|Adventure|Creature Collector|Stealth|Parkour|Physics|Atmospheric|Exploration|Team-Based|Action RPG|Trading|Co-op|Third-Person Shooter|Comedy|RPG|Beautiful|Open World|Early Access|Massively Multiplayer|Funny|Arcade|Casual|Survival|Fantasy|Indie|Logic|Simulation|PvP|Colorful|Online Co-Op|Anime|Cartoon|Third Person|Hidden Object|Family Friendly|Minimalist|Stylized
871930,GLADIABOTS - AI Combat Arena,2019,,8,9.435897435897436,,,,,Robots|Automation|Multiplayer|Strategy|RTS|Futuristic|Mouse only|Combat|PvE|Building|Management|Puzzle|Isometric|Science|Character Customization|Competitive|Tactical|Artificial Intelligence|Top-Down|Asynchronous Multiplayer|Turn-Based Tactics|Early Access|Programming|Auto Battler|Top-Down Shooter|3D|Casual|Indie|Tutorial|Replay Value|Singleplayer|Simulation|Chess|PvP|Great Soundtrack|Education|Turn-Based Strategy|Difficult|Logic|Sandbox|Sci-fi
346850,Chip's Challenge 1,2015,,8,9.73913043478261,,,35.2,35.2,Sokoban|Nostalgia|Strategy|Pixel Graphics|Old School|Puzzle|Free to Play|Top-Down|Reboot|Classic|Arcade|Indie|Retro|Cult Classic|Singleplayer|Grid-Based Movement|2D|Difficult|Logic
2253580,The Space Bar,2023,,,1.0,,,,,Noir|Aliens|First-Person|Funny|Crime|Cyberpunk|Capitalism|Dark Humor|Investigation|Psychedelic|Narration|Singleplayer|Adventure|Logic|Comedy|Detective|Conspiracy|FMV
466630,The Pedestrian,2020,81,9,35.625,4.05,4.09,4.32,0.27000000000000046,Side Scroller|Adventure|2.5D|Platformer|Building|Atmospheric|Crowdfunded|Puzzle|Surreal|Female Protagonist|2D Platformer|Relaxing|Kickstarter|3D|Mystery|Casual|Indie|Singleplayer|Emotional|Great Soundtrack|Colorful|Cute|Family Friendly|Minimalist|Logic
1168880,MOLEK-SYNTEZ,2019,,8,8.35483870967742,10.96,17.02,25.56,14.599999999999998,Automation|Puzzle|Science|Indie|Singleplayer|Logic|Simulation|Early Access|Programming
1110050,Evan's Remains,2020,75,8,7.568627450980392,2.96,3.3,3.54,0.5800000000000001,Story Rich|Visual Novel|Pixel Graphics|Adventure|Platformer|Atmospheric|Puzzle|Female Protagonist|Mystery|Casual|Indie|Thriller|Singleplayer|Great Soundtrack|Colorful|Cute|Anime|2D|Logic
1584540,Perseverance Mission - Astronaut Charlie,2021,,7,12.5,,,,,3D Vision|Space|Relaxing|Colorful|Cute|Clicker|Atmospheric|Grid-Based Movement|Puzzle|Casual|Family Friendly|Mars|Minimalist|Linear|Top-Down|Logic|Singleplayer|Cats
1972820,Suicide Guy Deluxe Plus,2022,,8,6.923076923076923,,,,,First-Person|Story Rich|Action-Adventure|Action|Adventure|Atmospheric|Physics|Puzzle|Memes|Surreal|Comedy|Parody |Satire|Funny|3D|Cartoony|Dark Humor|Singleplayer|Logic
499440,klocki,2016,,9,31.507142857142856,1.06,1.12,1.22,0.15999999999999992,Multiplayer|Mouse only|Atmospheric|Puzzle|Memes|Psychological Horror|RPG|Nudity|Relaxing|Casual|Indie|Short|Singleplayer|Great Soundtrack|Abstract|2D|Minimalist|Difficult|Logic|Illuminati
1634150,Behind the Frame: The Finest Scenery,2021,,9,21.190243902439025,1.18,1.56,1.76,0.5800000000000001,Story Rich|First-Person|Adventure|Atmospheric|Exploration|Puzzle|360 Video|Female Protagonist|RPG|Relaxing|Clicker|Casual|Singleplayer|Emotional|Drama|Colorful|Hand-drawn|Cute|Interactive Fiction|Anime|Hidden Object|Cinematic|Family Friendly|Narrative|2D|Logic
640120,Youropa,2018,80,8,6.944444444444445,5.57,7.12,7.8,2.2299999999999995,Character Action Game|Action-Adventure|Level Editor|Action|Driving|Adventure|Parkour|Platformer|Building|Physics|Atmospheric|Exploration|Puzzle|Character Customization|Surreal|Relaxing|3D|Indie|Singleplayer|Colorful|Abstract|3D Platformer|Third Person|Family Friendly|Logic|Metroidvania
1727260,Puzzle Fever,2021,,7,10.0,,,,,Puzzle|Casual|Indie|Family Friendly|2D|Pixel Graphics|Sports|Adventure|Logic|Singleplayer
1730030,Skeleton Troubles,2021,,4,0.5,,,,,Cute|Indie|2D|Pixel Graphics|Adventure|Logic|Singleplayer
