id,name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
671510,DESOLATE,2019,,5,2.0721991701244815,12.5,30.49,58.0,45.5,Horror|First-Person|Multiplayer|Zombies|Strategy|Action|Adventure|Stealth|Building|Atmospheric|Exploration|Walking Simulator|Gore|Psychological Horror|Co-op|Third-Person Shooter|RPG|FPS|Early Access|Nudity|Mature|Crafting|Massively Multiplayer|Survival Horror|Survival|Indie|Shooter|Simulation|Singleplayer|PvP|Realistic|Violent|Online Co-Op|Anime|Third Person|Difficult|Open World|Sandbox
1106750,Fault: Elder Orb,2020,,5,1.460048426150121,,,,,MOBA|Team-Based|Multiplayer|Free to Play|Strategy|Indie|Third Person|Action|Early Access|PvP
201210,Pox Nora,2014,,6,2.9368421052631577,,,,,Massively Multiplayer|Turn-Based Strategy|Free to Play|Strategy|Multiplayer|Action|Turn-Based|Tactical|Fantasy|Singleplayer|RPG|Trading Card Game|Turn-Based Tactics
228260,Fallen Enchantress: Legendary Heroes,2013,80,6,2.92964824120603,11.52,37.38,107.27,95.75,Magic|4X|Multiplayer|Strategy|Grand Strategy|Tactical RPG|Adventure|PvE|Exploration|City Builder|Tactical|RPG|Dragons|Turn-Based Tactics|3D|Moddable|Fantasy|Indie|Replay Value|Singleplayer|Medieval|Grid-Based Movement|Turn-Based Strategy|Third Person|Loot|Turn-Based|Stylized|Sandbox
420290,Blackwake,2020,,8,4.531521242576519,3.44,,,-3.44,First-Person|Multiplayer|Strategy|Action|Adventure|Atmospheric|Team-Based|Co-op|FPS|Early Access|Sailing|Pirates|Funny|Casual|Survival|Indie|Naval|Swordplay|Violent|Naval Combat|Difficult|Open World
671440,Rise of Industry,2019,,6,2.9581151832460733,21.39,55.72,66.0,44.61,Automation|Multiplayer|Strategy|Level Editor|RTS|Resource Management|Building|Management|City Builder|Isometric|Trading|Co-op|Early Access|Transportation|Sandbox|Trains|Indie|Capitalism|Singleplayer|Simulation|Open World|Economy
351920,Crazy Machines 3,2016,71,8,17.74245472837022,6.67,14.66,26.81,20.14,Building|Physics|Puzzle|Casual|Multiplayer|Strategy|Simulation|Singleplayer|Sandbox
108210,Memoir '44 Online,2011,,5,1.7605633802816902,,,,,Casual|Free to Play|Strategy|Multiplayer|Tactical|Turn-Based|World War II|Simulation|Military|Board Game|Wargame
222520,Champions of Regnum,2013,,5,2.0324324324324325,,,,,MMORPG|Massively Multiplayer|Multiplayer|Free to Play|Strategy|Indie|Adventure|Open World|RPG|PvP
42990,Sword of the Stars II: Enhanced Edition,2012,65,5,0.7850098619329389,,,,,Space|4X|Lore-Rich|Turn-Based Strategy|Multiplayer|Strategy|Tactical|Turn-Based|Singleplayer|Sci-fi
354640,The Settlers Online,2015,,4,0.5878877400295421,,,,,Classic|Medieval|City Builder|Free to Play|Strategy|Multiplayer|Action|RTS|Singleplayer|Adventure|Open World|Simulation
448070,Red Risk,2016,,5,1.4066852367688023,,4.4,5.35,5.35,Horror|Action-Adventure|Zombies|Multiplayer|Strategy|Action|RTS|Gore|Top-Down|Co-op|Nudity|Top-Down Shooter|Survival Horror|Arcade|Casual|Survival|Indie|Blood|Third Person
572410,Steel Division: Normandy 44,2017,83,6,2.9197896120973046,15.17,30.0,,-15.17,Historical|Multiplayer|Strategy|Action|RTS|Military|Free to Play|Tactical|Real-Time with Pause|Co-op|Real-Time|Survival|Replay Value|Simulation|Singleplayer|Realistic|World War II|Real Time Tactics|Tanks|Open World|War|Wargame
25980,Majesty 2,2009,72,5,2.2861952861952863,18.7,20.37,34.36,15.66,Management|City Builder|Multiplayer|Strategy|Fantasy|RTS|Singleplayer|Difficult|Simulation
433530,Heliborne Collection,2017,71,6,2.852664576802508,,,,,Multiplayer|Strategy|Action|Military|Team-Based|Free to Play|Tactical|Co-op|Early Access|Battle Royale|Massively Multiplayer|Flight|Arcade|Casual|Indie|Shooter|Singleplayer|Simulation|Realistic|Third Person|Experimental|Open World|War
800270,Terraforming Mars,2018,,6,2.403387703889586,1.45,4.42,13.3,11.850000000000001,Multiplayer|Strategy|Grand Strategy|Card Game|2.5D|Management|Local Multiplayer|Beautiful|Mature|Tabletop|Mars|Singleplayer|PvP|Space|Turn-Based Strategy|Turn-Based|Hex Grid|Difficult|Sci-fi|Board Game
215470,Primal Carnage,2012,67,6,3.299044819985305,,,20.0,20.0,First-Person|Multiplayer|Strategy|Action|Adventure|Team-Based|Free to Play|Co-op|Third-Person Shooter|Dinosaurs|FPS|Massively Multiplayer|Funny|Survival|Indie|Shooter|Singleplayer|PvP|Third Person|Open World|Sci-fi
1096710,Hello Neighbor Alpha 4,2019,,8,6.751898734177215,,,,,Horror|Story Rich|First-Person|Multiplayer|Strategy|Action|Adventure|Stealth|Puzzle|Free to Play|Investigation|Comedy|Beautiful|Funny|3D|Mystery|Survival Horror|Indie|Singleplayer|Family Friendly|Sandbox
1394270,SCP: Escape Together,2021,,5,1.874784110535406,,,,,Horror|Action-Adventure|Multiplayer|Strategy|Action|Adventure|VR|PvE|Free to Play|Gore|Co-op|Comedy|Early Access|Hentai|3D|Sexual Content|Moddable|Indie|PvP|Violent|Online Co-Op
279640,The Troma Project,2015,,5,1.0571428571428572,,,,,Horror|Comedy|Indie|Strategy
952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),2018,,8,4.572384428223844,,117.6,,,3D Vision|Story Rich|Multiplayer|Strategy|Dating Sim|Adventure|Turn-Based Combat|6DOF|Puzzle|RPG|JRPG|Multiple Endings|Foreign|3D|Moddable|Singleplayer|Simulation|Martial Arts|Anime|Third Person|Loot|Turn-Based|Open World|Sandbox
1568440,Sands of Fire,2021,,,1.0,,,,,Combat|First-Person|Historical|Strategy|World War II|Retro|Tactical|Tanks|Pixel Graphics|Top-Down|Old School|Shooter|Action|Simulation|Singleplayer|Military|War|Wargame
494840,UBOAT,2019,,8,4.401898734177215,37.75,45.76,697.73,659.98,First-Person|Historical|Strategy|Action|RTS|Tactical RPG|Military|Physics|Atmospheric|Management|Tactical|Early Access|Underwater|Moddable|Survival|Indie|Replay Value|Shooter|Singleplayer|Simulation|Naval|Submarine|Realistic|World War II|Third Person|Immersive Sim|Naval Combat|Open World|Sandbox|War|Wargame
840260,Endless World Idle RPG,2019,,6,3.729667812142039,,,242.7,242.7,Story Rich|Multiplayer|Strategy|Action|Adventure|Management|Free to Play|Co-op|Local Multiplayer|Collectathon|RPG|Early Access|Nudity|Relaxing|Racing|Massively Multiplayer|Clicker|3D|Sexual Content|Casual|Fantasy|Indie|Singleplayer|Simulation|Werewolves|PvP|Time Travel|Idler|Colorful|Cute|Online Co-Op|Anime|Cartoon|Hack and Slash
1239080,Door Kickers 2: Task Force North,2020,,9,29.65277777777778,18.0,,26.92,8.920000000000002,Multiplayer|Strategy|Level Editor|Action|RTS|Military|Tactical|Gore|Real-Time with Pause|Co-op|Top-Down|Early Access|Villain Protagonist|Top-Down Shooter|Moddable|Indie|Singleplayer|Simulation|Violent|Real Time Tactics|War
453820,Hero Quest: Tower Conflict,2016,,4,0.39732142857142855,,,,,Indie|Action|Casual|Strategy
633460,Tannenberg,2017,69,8,6.334721065778518,7.6,,21.02,13.42,Horror|First-Person|Historical|Multiplayer|Strategy|Action|Military|Atmospheric|Team-Based|Gore|Co-op|FPS|Early Access|World War I|Massively Multiplayer|3D|Survival|Indie|Shooter|Simulation|Singleplayer|PvP|Realistic|Violent|World War II|War|Wargame
340050,Survivalist,2015,,8,4.045081967213115,37.0,47.5,,-37.0,Horror|Multiplayer|Zombies|Strategy|Action|RTS|Adventure|Free to Play|Co-op|Top-Down|RPG|Nudity|Post-apocalyptic|Crafting|Survival Horror|Survival|Indie|Simulation|Singleplayer|Violent|Open World|Sandbox
1362420,Siege Survival: Gloria Victis Prologue,2020,,8,7.131578947368421,1.49,12.08,,-1.49,Historical|Strategy|Resource Management|Stealth|Management|Strategy RPG|Free to Play|Isometric|RPG|Crafting|Casual|Survival|Time Management|Simulation|Singleplayer|Realistic|Medieval|Choices Matter|Economy
493370,Ragnarok Clicker,2016,,6,2.6354838709677417,126.2,431.0,1160.0,1033.8,Cute|Clicker|Casual|Free to Play|Strategy|Anime|Multiplayer|Adventure|Simulation|RPG
526160,The Wild Eight,2019,,6,2.3498609823911027,7.93,17.5,27.68,19.75,Horror|Multiplayer|Strategy|Action|Adventure|Atmospheric|Co-op|RPG|Early Access|Crafting|Mystery|Survival Horror|Survival|Indie|Singleplayer|Simulation|Online Co-Op|Open World Survival Craft|Difficult|Open World|Sandbox
1158980,Idle Big Devil,2021,,8,4.914330218068536,,,,,Idler|Clicker|Sexual Content|Anime|Free to Play|Strategy|Indie|Casual|Card Game|Adventure|Early Access
363930,Dead Age,2016,,8,4.579849946409432,18.82,18.88,57.83,39.01,Procedural Generation|Zombies|Strategy|Action|Adventure|Turn-Based Combat|Female Protagonist|RPG|Early Access|Post-apocalyptic|Crafting|Casual|Survival|Indie|Party-Based RPG|Perma Death|Singleplayer|Simulation|Dungeon Crawler|Turn-Based Strategy|Turn-Based|Replay Value
1126290,Lost,2019,,8,4.276445698166431,0.25,,2.08,1.83,Visual Novel|Strategy|Action|Driving|Adventure|Puzzle|Psychological Horror|Female Protagonist|RPG|FPS|Nudity|Mature|Hentai|Sexual Content|Casual|Indie|Shooter|Singleplayer|Anime|NSFW
444250,Crown and Council,2016,,5,1.7740740740740741,1.76,2.67,4.0,2.24,Indie|Casual|Free to Play|Strategy
375460,16bit Trader,2015,,5,0.7317813765182186,3.51,,9.91,6.4,Casual|Strategy|Indie|Trading|Singleplayer|Adventure|Simulation|RPG|Economy
784950,CONFLICT OF NATIONS: WORLD WAR 3,2018,,6,3.4237074401008827,,,,,Strategy|Grand Strategy|Action|RTS|Diplomacy|Free to Play|Asynchronous Multiplayer|RPG|Massively Multiplayer|Politics|Real-Time|Casual|Indie|Simulation|Alternate History|Online Co-Op|Grid-Based Movement|Replay Value|Board Game|Wargame
293760,Automation - The Car Company Tycoon Game,2015,,8,12.601108033240997,,,,,Automation|Automobile Sim|Multiplayer|Strategy|Resource Management|Building|Physics|Management|Science|Early Access|Sandbox|Crafting|Racing|Moddable|Indie|Singleplayer|Simulation|Realistic|Choices Matter|Education|Immersive Sim|Replay Value|Economy
1869090,Witches of the Fourth Multiplayer,2022,,,1.0,,,,,Magic|Hero Shooter|First-Person|Action-Adventure|Multiplayer|Strategy|Superhero|Atmospheric|Co-op|Female Protagonist|FPS|Massively Multiplayer|Survival|Fantasy|Cartoony|Shooter|PvP|Supernatural|Interactive Fiction|Online Co-Op|Stylized
695920,Super Seducer : How to Talk to Girls,2018,,8,5.115671641791045,6.04,6.32,11.68,5.64,Horror|Strategy|Dating Sim|Adventure|Memes|Psychological Horror|Female Protagonist|Comedy|RPG|Dark Fantasy|Nudity|Mature|Post-apocalyptic|Funny|Sexual Content|Casual|Life Sim|Singleplayer|Simulation|Choose Your Own Adventure|FMV|Realistic|Interactive Fiction|Choices Matter|Anime|World War II|Immersive Sim|Cinematic|Illuminati
543900,METAL GEAR SURVIVE,2018,54,5,1.892146017699115,22.39,30.85,46.87,24.479999999999997,Horror|Multiplayer|Zombies|Strategy|Action|Adventure|Heist|Stealth|Memes|Psychological Horror|Co-op|Comedy|Crafting|Sexual Content|Casual|Survival|Singleplayer|Violent|Tower Defense|Anime|Third Person|Open World Survival Craft|Open World
1084520,雀姬/姫麻雀,2019,,5,1.3442622950819672,,,,,Mahjong|Sexual Content|Anime|Free to Play|Strategy|Casual|RPG|Early Access|Board Game
214360,Tower Wars,2012,59,6,2.7266811279826464,3.55,3.63,4.0,0.4500000000000002,Online Co-Op|Steampunk|Tower Defense|Multiplayer|Strategy|Indie|Action|Co-op|Difficult|Singleplayer
408900,Unfortunate Spacemen,2020,,8,6.597664543524417,1.5,2.7,68.17,66.67,Horror|Co-op Campaign|First-Person|Multiplayer|Strategy|Action|Team-Based|Memes|Free to Play|Character Customization|Gore|Investigation|Psychological Horror|Co-op|Comedy|FPS|Early Access|Funny|3D|Mystery|Survival Horror|Survival|Indie|Retro|Dark Humor|Shooter|Social Deduction|PvP|Space|Dark Comedy|Psychological|Violent|Online Co-Op|Sci-fi
1188930,Chrono Ark,2019,,8,8.851576994434136,,25.67,,,Strategy|Card Game|Adventure|Turn-Based Combat|Psychological Horror|Female Protagonist|RPG|Early Access|Roguelike Deckbuilder|Hentai|Sexual Content|Deckbuilding|Indie|Card Battler|Party-Based RPG|Singleplayer|Cute|Anime|Turn-Based|Difficult
908500,crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth,2018,,5,1.0,,,,,Indie|Adventure|Casual|Strategy
237950,UFO: Afterlight,2014,71,5,1.8035714285714286,33.33,36.0,60.52,27.190000000000005,Aliens|Turn-Based Strategy|Strategy|Indie|Tactical|Turn-Based|Real-Time with Pause|Singleplayer|Mars|RPG|Sci-fi
797430,HD Poker: Texas Hold'em,2018,,8,4.5830903790087465,,,,,Massively Multiplayer|Casual|Free to Play|Strategy|Gambling|Multiplayer|Card Game|Simulation|Sports
1097420,No-brainer Heroes 挂机吧！勇者,2019,,6,3.3736263736263736,21.64,28.77,41.59,19.950000000000003,Idler|Clicker|Casual|Strategy|Indie|Pixel Graphics|Adventure|Simulation|RPG|Early Access
600750,Star Trek Timelines,2017,,5,1.865566037735849,,,,,Space|RPG|Multiplayer|Free to Play|Strategy|Action|Adventure|Singleplayer|Sci-fi
979060,Bloons Adventure Time TD,2019,,8,6.578313253012048,,103.1,198.43,198.43,Tower Defense|Multiplayer|Cartoon|Strategy|Free to Play|Family Friendly|Action|Psychological Horror|Adventure|Singleplayer
581630,Sword With Sauce,2018,,8,5.493212669683258,0.86,1.62,,-0.86,Fast-Paced|First-Person|Multiplayer|Strategy|Action|Stealth|Parkour|Free to Play|Gore|FPS|Early Access|Funny|Casual|Indie|Blood|Shooter|Singleplayer|Ninja|Violent|Hack and Slash|Difficult|Sandbox
312450,Order of Battle: World War II,2015,81,6,3.341021416803954,11.0,,,-11.0,Historical|Multiplayer|Strategy|Level Editor|Military|Turn-Based Combat|Free to Play|Tactical|Co-op|Asynchronous Multiplayer|Turn-Based Tactics|Moddable|Simulation|Singleplayer|Turn-Based Strategy|World War II|Turn-Based|Hex Grid|Replay Value|War|Wargame
840800,Outlaws of the Old West,2019,,5,1.570754716981132,,,,,Story Rich|Multiplayer|Strategy|Action|Adventure|Building|Management|Memes|Western|RPG|Early Access|Destruction|Crafting|Massively Multiplayer|Politics|Casual|Survival|Indie|Singleplayer|Choices Matter|Open World Survival Craft|Open World|Sandbox
296300,Ballistic Overkill,2017,,6,3.092006900517539,,,,,Fast-Paced|First-Person|Multiplayer|Strategy|Action|Adventure|Class-Based|Atmospheric|Free to Play|Third-Person Shooter|FPS|Early Access|Massively Multiplayer|Funny|Casual|Indie|Shooter|Singleplayer|PvP|Online Co-Op|Third Person
440650,Niche - a genetics survival game,2017,,8,6.641068447412354,3.94,,,-3.94,Procedural Generation|Strategy|Adventure|Nature|Resource Management|Crowdfunded|Exploration|Management|Puzzle|Science|Character Customization|Early Access|Relaxing|Kickstarter|God Game|Funny|Survival|Tabletop|Indie|Life Sim|Singleplayer|Simulation|Cute|Education|Turn-Based Strategy|Family Friendly|Turn-Based|Hex Grid|Difficult|Experimental|Open World|Sandbox|Board Game
383330,Star Chronicles: Delta Quadrant,2015,,5,1.4621848739495797,,,34.65,34.65,Indie|Strategy
218510,Planets Under Attack,2012,,6,2.6631944444444446,6.37,9.77,38.19,31.819999999999997,Space|Multiplayer|Strategy|Indie|RTS|Singleplayer|Sci-fi
212010,Galaxy on Fire 2™ Full HD,2012,,6,3.0875,,,,,3D Vision|Historical|Space Sim|Action-Adventure|Strategy|Action|Adventure|Atmospheric|Exploration|Trading|Third-Person Shooter|RPG|Flight|3D|Arcade|3D Fighter|Indie|Linear|Shooter|Singleplayer|Simulation|Space|Third Person|Open World|Sci-fi
1307890,Kingdoms Reborn,2020,,8,9.67142857142857,20.0,,,-20.0,Procedural Generation|Multiplayer|Strategy|Card Game|Resource Management|Colony Sim|Management|City Builder|Co-op|Early Access|Sandbox|3D|Survival|Indie|Singleplayer|Simulation|PvP|Online Co-Op|Medieval|Turn-Based|Open World|Economy
268650,From the Depths,2020,,8,8.837,,48.91,120.0,120.0,Co-op Campaign|Multiplayer|Strategy|Gun Customization|Action|RTS|Adventure|Military|Building|Physics|Free to Play|Artificial Intelligence|Co-op|RPG|Early Access|Crafting|Survival|Indie|Tutorial|Vehicular Combat|Shooter|Simulation|Singleplayer|Naval|Space|Naval Combat|Voxel|Open World|Sandbox|War
318100,AXYOS,2018,,5,1.065217391304348,,,2.0,2.0,MOBA|Hero Shooter|First-Person|Multiplayer|Strategy|Action|Military|PvE|Modern|Free to Play|FPS|Early Access|Massively Multiplayer|3D|Indie|Shooter|Singleplayer|PvP|Realistic|Online Co-Op|Anime|Sniper|Open World|War|Wargame
8170,Battlestations Pacific,2009,74,6,2.419943820224719,11.13,12.5,12.86,1.7299999999999986,Open World|Flight|Historical|Multiplayer|Free to Play|Strategy|World War II|Action|Naval Combat|Naval|RTS|Simulation|Singleplayer|Military|War|Alternate History
65740,Carrier Command: Gaea Mission,2012,60,5,0.9045936395759717,15.0,23.83,57.02,42.02,3D Vision|Open World|Strategy|Action|Naval Combat|Tactical|RTS|Remake|Simulation|Singleplayer|FPS|Naval|Sci-fi
1009560,The Tenants,2022,,8,5.093716719914803,,,,,Strategy|Building|Atmospheric|Management|City Builder|Comedy|Villain Protagonist|Early Access|Sandbox|Relaxing|God Game|Funny|Casual|Time Management|Indie|Cartoony|Replay Value|Life Sim|Singleplayer|Simulation|Immersive Sim|Family Friendly|Stylized|Economy
661130,ChilloutVR,2021,,8,5.021447721179625,,,,,First-Person|Strategy|Action|Adventure|VR|Atmospheric|Exploration|Free to Play|Gore|RPG|Early Access|Nudity|Massively Multiplayer|Sexual Content|Casual|Indie|Simulation|Violent|Cute|NSFW
674400,Einar,2017,,5,1.585409252669039,0.4,0.45,0.5,0.09999999999999998,Horror|Multiplayer|Strategy|Action|Adventure|Atmospheric|Free to Play|Controller|Co-op|Third-Person Shooter|RPG|Massively Multiplayer|Sexual Content|Casual|Survival|Indie|Shooter|Singleplayer|Violent|Medieval|Third Person|Hack and Slash|Open World
1182020,WGT Golf,2020,,5,1.631578947368421,,,,,Golf|Multiplayer|Free to Play|Strategy|Indie|Controller|Sports|Simulation|Singleplayer|VR|Early Access
752060,Subwar 2050,2017,,,2.0,,,,,Strategy|Action|Adventure|6DOF|Atmospheric|Exploration|FPS|Underwater|3D|Vehicular Combat|Shooter|Remake|Singleplayer|Simulation|Naval|Submarine|Realistic|War|Sci-fi
987840,Expeditions: Rome,2022,80,8,8.085653104925054,40.5,53.62,57.57,17.07,Story Rich|Historical|Strategy|Tactical RPG|Turn-Based Combat|Atmospheric|CRPG|Character Customization|Rome|Tactical|Top-Down|Female Protagonist|RPG|Turn-Based Tactics|3D|Party-Based RPG|Singleplayer|Choices Matter|Turn-Based Strategy|Turn-Based
286120,QuestRun,2014,,5,1.1236842105263158,11.29,13.4,17.35,6.060000000000002,Casual|Turn-Based Strategy|Strategy|Indie|Turn-Based|Singleplayer|RPG
1333350,Angel Legion,2020,,8,8.265822784810126,,,,,Mature|Nudity|Idler|MMORPG|Hentai|3D|Sexual Content|Anime|Free to Play|Strategy|Character Customization|Card Game|NSFW|Adventure|Female Protagonist|RPG|Turn-Based Tactics
718560,Scythe: Digital Edition,2018,,8,8.93730407523511,1.58,16.48,67.0,65.42,4X|Steampunk|Historical|Multiplayer|Strategy|Mechs|Character Customization|Tactical|Beautiful|Early Access|World War I|Tabletop|Singleplayer|Alternate History|PvP|Hand-drawn|Turn-Based Strategy|Turn-Based|Hex Grid|Sci-fi|Board Game
311260,The Guild 3,2022,65,5,1.6359631557869443,18.97,,,-18.97,Historical|Multiplayer|Strategy|RTS|Resource Management|Adventure|Building|Management|Trading|RPG|Early Access|Sandbox|Crafting|Politics|Survival|Life Sim|Singleplayer|Simulation|Medieval|Open World|Economy
604540,Empire of Sin,2020,,5,0.903448275862069,13.86,25.76,46.33,32.47,Historical|Crime|Strategy|Action|Turn-Based Combat|Atmospheric|Management|Strategy RPG|Isometric|Tactical|Female Protagonist|RPG|Turn-Based Tactics|Noir|America|Singleplayer|Simulation|Turn-Based Strategy|Turn-Based|Sandbox
3920,Sid Meier's Pirates!,2006,88,8,16.299703264094955,11.01,14.04,17.94,6.9300000000000015,Story Rich|Historical|Strategy|Action|Adventure|Fighting|Atmospheric|Exploration|Trading|RPG|Sandbox|Sailing|Classic|Pirates|Remake|Singleplayer|Choose Your Own Adventure|Naval|Naval Combat|Difficult|Open World|Economy
933820,Endzone - A World Apart,2021,,6,3.569714285714286,20.47,52.52,60.95,40.480000000000004,Procedural Generation|Strategy|Resource Management|Colony Sim|Building|Atmospheric|Management|City Builder|Early Access|Sandbox|Post-apocalyptic|Real-Time|Survival|Indie|Singleplayer|Simulation|Realistic|Difficult|Economy
514080,Deadly Dozen,2017,56,6,2.8461538461538463,6.25,,11.5,5.25,First-Person|Strategy|Action|Adventure|Military|Stealth|Tactical|Co-op|Third-Person Shooter|FPS|Casual|Shooter|Remake|Singleplayer|Simulation|Violent|World War II|Third Person|Sports|War
753650,Due Process,2020,,8,4.289145907473309,,,,,Procedural Generation|First-Person|Multiplayer|Strategy|Action|Pixel Graphics|Futuristic|Adventure|Military|Stealth|Team-Based|Cyberpunk|Character Customization|Competitive|Tactical|FPS|Early Access|3D|Arcade|Indie|Shooter|Simulation|PvP|Realistic|Online Co-Op|War|Wargame
2840,X: Beyond the Frontier,2010,67,6,2.975609756097561,30.93,36.41,85.8,54.87,Space|Flight|Exploration|Space Sim|Strategy|Action|Economy|Trading|Singleplayer|Adventure|Open World|Simulation|Sandbox|Sci-fi
2800,X2: The Threat,2006,72,8,4.864864864864865,37.18,66.2,237.12,199.94,Space|Flight|Exploration|Space Sim|Strategy|Action|Economy|Trading|Singleplayer|Open World|Simulation|Sandbox|Sci-fi
1326700,CHRONOSHOT,2020,,8,7.24,,,,,Robots|Strategy|Action|Free to Play|Third-Person Shooter|Time Attack|Early Access|3D|Arcade|Casual|Indie|Cartoony|Shooter|Singleplayer|Arena Shooter|Bullet Time|Time Travel|Cinematic|Sci-fi
522090,Medieval Defenders,2016,,4,0.5804195804195804,,,8.0,8.0,Tower Defense|Casual|Strategy
886250,PokerStars VR,2018,,8,5.421841541755889,18.65,,,-18.65,Casual|Free to Play|Strategy|Gambling|Multiplayer|Card Game|VR|Early Access
795580,THE DAY Online,2018,,5,1.3877551020408163,,,,,MOBA|Steampunk|Multiplayer|Strategy|Action|PvE|Team-Based|Free to Play|Competitive|Co-op|RPG|FPS|Early Access|MMORPG|Massively Multiplayer|Shooter|PvP|Online Co-Op|Third Person
252870,PULSAR: Lost Colony,2021,,8,10.171111111111111,15.91,24.76,74.56,58.650000000000006,Robots|First-Person|Space Sim|Multiplayer|Strategy|Action|Futuristic|Adventure|VR|6DOF|Exploration|Co-op|FPS|Early Access|Survival|Indie|Singleplayer|Simulation|Space|Colorful|Aliens|Online Co-Op|Open World|Sandbox|Sci-fi
774801,Crab Champions,2023,,9,56.68783068783069,3.7,12.9,32.17,28.470000000000002,Multiplayer|Strategy|Action|Adventure|Platformer|Soundtrack|Action Roguelike|Memes|Looter Shooter|Co-op|Third-Person Shooter|Early Access|Funny|3D|Arcade|Casual|Shooter|Perma Death|Choices Matter
1220140,Cartel Tycoon,2022,,6,3.485294117647059,,25.2,,,Story Rich|Crime|Strategy|Action|RTS|Resource Management|Colony Sim|Cold War|Soundtrack|Political|Building|Atmospheric|Management|City Builder|Co-op|Top-Down|Comedy|RPG|Early Access|Sandbox|God Game|3D|Funny|Politics|Survival|Capitalism|Dark Humor|Simulation|Singleplayer|Agriculture|Open World|Economy
73010,Cities in Motion,2011,70,6,3.4094827586206895,24.75,33.75,53.39,28.64,Transportation|Building|Management|Trains|City Builder|Strategy|Economy|Singleplayer|Simulation|Sandbox
480650,Yu-Gi-Oh! Legacy of the Duelist,2016,,8,5.4568081991215225,120.97,344.94,630.67,509.69999999999993,Memes|Anime|Deckbuilding|Strategy|Card Battler|Casual|Turn-Based|Card Game|Action|Multiplayer|Fantasy|Simulation|Singleplayer|Trading Card Game
473560,Cosmic Dust & Rust,2016,,5,1.3870967741935485,1.03,3.34,,-1.03,Tower Defense|Casual|Strategy|Indie|Action|Pixel Graphics|Difficult
111900,Guardians of Middle-earth,2013,56,4,0.3061797752808989,0.5,4.0,20.0,19.5,MOBA|Multiplayer|Strategy|Fantasy|Action|Co-op
329070,SpyParty,2018,,8,4.48051948051948,0.5,,,-0.5,Mystery|Multiplayer|Free to Play|Sniper|Indie|Strategy|Action|Assassin|Competitive|Singleplayer|Co-op|Social Deduction|Simulation|Detective|Stealth|Early Access
1669000,Age of Wonders 4,2023,,8,4.451212300413956,16.89,31.37,108.03,91.14,Magic|4X|Lore-Rich|Strategy|Grand Strategy|Tactical RPG|Diplomacy|PvE|Atmospheric|Exploration|Character Customization|Top-Down|RPG|Moddable|Fantasy|PvP|Colorful|Immersive Sim|Hex Grid|War
285580,ACE - Arena: Cyber Evolution,2014,,5,1.9777158774373258,,,,,Robots|Football (Soccer)|Football|MOBA|Massively Multiplayer|Football (American)|Free to Play|Strategy|Indie|Action|Multiplayer|Co-op|Sports|Soccer|Open World|Hockey|Early Access
374830,Defend The Highlands,2015,,6,3.6621621621621623,,,9.5,9.5,Tower Defense|Strategy|Indie|Comedy|Early Access
290080,Life is Feudal: Your Own,2015,63,5,1.9512133468149646,,,115.93,115.93,Historical|Multiplayer|Strategy|Action|Adventure|Building|Atmospheric|Walking Simulator|Co-op|RPG|Early Access|MMORPG|Crafting|Massively Multiplayer|Survival|Indie|Singleplayer|Simulation|Medieval|Open World Survival Craft|Open World|Sandbox
485950,Rise of the Ancients,2016,,5,0.7784090909090909,,,,,Indie|Tower Defense|Strategy
227860,Castle Story,2017,,5,1.6690909090909092,,,145.28,145.28,Multiplayer|Strategy|Action|RTS|Adventure|Colony Sim|Building|Crowdfunded|Co-op|Early Access|Crafting|Kickstarter|Casual|Survival|Moddable|Indie|Singleplayer|Simulation|Tower Defense|Open World Survival Craft|Voxel|Open World|Sandbox
839770,Phoenix Point,2020,74,6,2.6198288159771757,35.12,76.08,133.66,98.53999999999999,Horror|Procedural Generation|First-Person|Strategy|Grand Strategy|Transhumanism|Tactical RPG|PvE|Isometric|Character Customization|Tactical|Third-Person Shooter|RPG|Post-apocalyptic|3D|Tutorial|Perma Death|Aliens|Turn-Based Strategy|Third Person
1305420,Agrou,2020,,8,8.307692307692308,,,,,Relaxing|Online Co-Op|Casual|Multiplayer|Strategy|Indie|Family Friendly|Tactical|Co-op|Social Deduction|Comedy|Werewolves|Board Game
589590,Kindergarten,2017,,9,24.874493927125506,3.7,4.23,5.98,2.2800000000000002,Horror|Story Rich|Strategy|Pixel Graphics|Adventure|Puzzle|Memes|Gore|Psychological Horror|RPG|Early Access|Nudity|Funny|Mystery|Sexual Content|Survival|Indie|Blood|Dark Humor|Singleplayer|Dark Comedy|Violent|Choices Matter|Family Friendly|Difficult|Illuminati
200390,Oil Rush,2012,67,5,1.1980676328502415,9.82,10.57,15.53,5.709999999999999,Post-apocalyptic|Tower Defense|Dystopian |Multiplayer|Strategy|Indie|RTS|Singleplayer|Naval
220660,StarDrive,2013,61,5,0.7866004962779156,18.02,24.0,,-18.02,Space|4X|Exploration|Real-Time|Strategy|Indie|RTS|Singleplayer|Sci-fi
