steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,release_date,additional_content,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD)
2719580,勇者の伝説の勇者,['ぽけそう'],['ぽけそう'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2024-01-04,[],0,0,0,0.0,No user reviews,0.0,0,False,0.99
2719590,Light No Fire,['Hello Games'],['Hello Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op']","['Action', 'Adventure']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719600,Lorhaven: Cursed War,['GoldenGod Games'],['GoldenGod Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['RPG', 'Strategy']",0,32,"['windows', 'mac']",True,2024-01-26,[],9,8,1,0.0,9 user reviews,88.9,0,False,9.99
2719610,PUIQ: Demons,['Giammnn'],['Giammnn'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']",0,28,['windows'],True,2024-02-17,[],0,0,0,0.0,No user reviews,0.0,0,False,2.99
2719650,Project XSTING,['Saucy Melon'],['Saucy Melon'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Early Access']",0,42,['windows'],True,2024-01-05,[],9,9,0,0.0,9 user reviews,100.0,0,False,7.99
2719670,The Milgram Experiment,['Theseus Games'],['Theseus Games'],['Single-player'],['Adventure'],0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719680,5 Bucks for the Bus,['Frog Vibes'],['Frog Vibes'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats']","['Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719710,Manor Madness,['Apericot Studio'],['Apericot Studio'],"['Single-player', 'Steam Achievements', 'HDR available']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,5,"['windows', 'mac', 'linux']",True,2024-01-15,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719720,Fly Hands,['Kuryakin'],['Kuryakin Studios'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",0,0,['windows'],True,2024-03-26,[],0,0,0,0.0,No user reviews,0.0,0,False,13.99
2719740,Zero Caliber 2,['XREAL Games'],['XREAL Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Cloud']",['Action'],0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719750,Star Birds,['Toukana Interactive'],"['Toukana Interactive', 'kurzgesagt - in a nutshell']","['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719810,CLIMB UP! Battle Royale,['Uur Games'],['Uur Games'],"['Multi-player', 'PvP', 'Online PvP']","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719820,Tafl PTK,['Oak The Wise'],['Oak The Wise'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Strategy', 'Early Access']",0,0,['windows'],True,2024-02-29,[],1,1,0,0.0,1 user reviews,100.0,0,False,7.99
2719830,Striker Manager 3 - Online Football Manager,['UPLAY Online'],['UPLAY Online'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","['Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",0,5,['windows'],True,2024-05-23,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719840,Fantastic Haven: Prologue,['Piece of Cake Fabulous'],"['Goblinz Publishing', 'Gamera Games']",['Single-player'],"['Simulation', 'Strategy']",0,0,['windows'],True,2024-06-08,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719850,Super Spelling Ducks,['SKYLE Games Ltd'],['SKYLE Games Ltd'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']",['Indie'],0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719860,Solstale,['Williams Alberh Tamayo Alvarez'],['Williams Alberh Tamayo Alvarez'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,15,['windows'],True,2024-04-06,[],0,0,0,0.0,No user reviews,0.0,0,False,3.99
2719920,Asylum Nightmares,['Angel Ñeco aka. NecoPlanet'],['Angel Ñeco aka. NecoPlanet'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,41,['windows'],True,2024-07-01,[],5,4,1,0.0,5 user reviews,80.0,0,False,10.99
2719950,Unveiling,['CHARK Studio'],['CHARK Studio'],"['Single-player', 'Full controller support', 'Family Sharing']","['Adventure', 'Indie']",0,0,"['windows', 'mac']",True,2024-01-08,[],39,34,5,7.0,Positive,87.2,0,False,3.99
2719960,Hotdog Kitchen,['Gorilla Dome Games'],['Gorilla Dome Games'],"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie']",0,8,['windows'],True,2024-04-04,[],3,3,0,0.0,3 user reviews,100.0,0,False,0.99
2719970,NovaX,['Studio Asgard Gaming'],['Studio Asgard Gaming'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",0,1,['windows'],True,2024-01-09,[],2,0,2,0.0,2 user reviews,0.0,0,False,8.99
2719980,Altitude's Toll,['corrox'],['corrox'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],0,5,['windows'],True,2024-02-23,"[""Altitude's Soundscapes""]",2,2,0,0.0,2 user reviews,100.0,0,False,5.99
2719990,Into The Unknown,['Universal_official'],['Universal_official'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Strategy']",0,0,['windows'],True,2024-01-02,[],2,2,0,0.0,2 user reviews,100.0,0,False,4.99
2720000,Neon Goddess,['Cotton Cat Studios'],['Cotton Cat Studios'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2720040,F.I.T.,['OddInquiry Interactive'],['OddInquiry Interactive'],"['Single-player', 'Stats', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,6,['windows'],True,2024-01-26,[],0,0,0,0.0,No user reviews,0.0,0,False,3.0
2720070,Droste Effect,['ParasomniasGames'],['ParasomniasGames'],['Single-player'],"['Adventure', 'Indie', 'Free To Play']",0,6,['windows'],True,2024-09-26,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719130,东方裁判梦~Rookie Attorney Legendry,['YEARS'],['WindField Games'],"['Single-player', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0,75,['windows'],True,2024-11-07,[],0,0,0,0.0,No user reviews,0.0,0,False,4.99
2719140,Tearfallen,['Chillchat'],['Chillchat'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support']","['Action', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719150,Holo X Break,['KayAnimate'],['holo Indie'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']","['Action', 'Casual', 'Indie']",0,21,['windows'],True,2024-03-29,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2719190,撩妹模拟器：渣男的秘密,['DeerRiver'],['DeerRiver'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG', 'Simulation']",0,12,['windows'],True,2024-05-17,[],1,1,0,0.0,1 user reviews,100.0,0,False,6.99
2719210,Slime Link,['RikiGame'],['RikiGame'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,34,['windows'],True,2023-12-21,[],1,1,0,0.0,1 user reviews,100.0,0,False,0.99
2719250,Curse Errant,['く～るシスター'],['Hanabi Games'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,2024-02-27,[],18,14,4,6.0,Mostly Positive,77.8,0,False,10.99
2719270,Last Caveman,['magnussoft'],['magnussoft'],"['Single-player', 'Steam Cloud', 'Family Sharing']","['Casual', 'Strategy']",0,0,['windows'],True,2023-12-16,[],0,0,0,0.0,No user reviews,0.0,0,False,12.99
2719290,Night Raider,['Tsukuyomi'],['Tsukuyomi'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,61,['windows'],True,2024-01-26,[],176,157,19,8.0,Very Positive,89.2,0,False,5.99
2719300,Honey Homer RPS,['Nuts Pecker'],['Nuts Pecker'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,2024-01-24,[],1,1,0,0.0,1 user reviews,100.0,0,False,1.99
2719340,Return,['Quyda studio'],['Quyda studio'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Action', 'Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719400,BadDool,"['andiegoesindie', 'robinz', 'StudioStudioStudioStudio']",['StudioStudioStudioStudio'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0,12,['windows'],True,2024-06-24,[],17,16,1,7.0,Positive,94.1,0,False,2.99
2719410,Spirits of Baciu,['Horns Level Up Games'],['Horns Level Up Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719460,JK Puzzle,['高云书'],['高云书'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2024-01-09,[],1,1,0,0.0,1 user reviews,100.0,0,False,0.99
2719500,The Rising,['Pirita Studio'],['Pirita Studio'],['Single-player'],"['Adventure', 'Indie']",0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719510,The Mom,['Bitzooma'],['Bitzooma'],['Single-player'],"['Indie', 'Simulation']",0,0,"['windows', 'mac']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2719520,Sexy Blackjack,['Naughty_Ranko'],['Lucas Softworks'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,0,['windows'],True,2024-01-25 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,4.99
2719530,Lottery Winner,['BluePrinting'],['BluePrinting'],['Single-player'],"['Casual', 'Indie', 'Simulation']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718570,They Came From Venus,['SureAI'],['SureAI'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",0,17,['windows'],True,2024-07-22 00:00:00,[],11,2,9,3.0,Negative,18.2,0,False,9.99
2718700,Bubble Wrap,['Donutask'],['Donutask'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Family Sharing']","['Casual', 'Indie']",0,9,"['windows', 'mac', 'linux']",True,2024-09-19 00:00:00,[],3,3,0,0.0,3 user reviews,100.0,0,False,2.99
2718710,It Mimics,['Postal Knight Games'],['Postal Knight Games'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,2023-12-25 00:00:00,[],5,3,2,0.0,5 user reviews,60.0,0,False,0.99
2718720,Lost Mansion,['UKKIM'],['UKKIM'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,2023-12-22 00:00:00,[],4,4,0,0.0,4 user reviews,100.0,0,False,2.99
2718730,热血大唐,['广州玖趣网络科技有限公司'],['广州玖趣网络科技有限公司 '],"['Multi-player', 'MMO', 'In-App Purchases']","['Casual', 'Strategy']",0,0,['windows'],True,2024-04-24 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2718820,Boundless Skies,['JLP'],['JLP'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,2023-12-20 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,2.0
2719000,Ace Triad,['Xeip Games'],['Xeip Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Strategy']",0,0,['windows'],True,2024-01-22 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,0.99
2719020,Apathy In Our Stars,['MDFD Games'],['MDFD Games'],"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'RPG']",0,24,"['windows', 'linux']",True,2024-01-15 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2718070,SEARCH ALL - SNAILS,['Laush Dmitriy Sergeevich'],['Laush Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,10,['windows'],True,2023-12-18 00:00:00,[],3,3,0,0.0,3 user reviews,100.0,0,False,1.99
2718100,Legends of Awen: Rise of The Fianna,['Hawkswell Studios'],['Hawkswell Studios'],"['Single-player', 'Full controller support']",['RPG'],0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718110,Crusader's Legacy,['RoguePixel'],['RoguePixel'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718120,Into,['wiyper_light'],['wiyper_light'],['Single-player'],"['Adventure', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718140,Christmas Fables: The Magic Snowflake Collector's Edition,['Do Games Limited'],['Do Games Limited'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,2023-12-27 00:00:00,['Christmas Fables: The Magic Snowflake DLC'],1,1,0,0.0,1 user reviews,100.0,0,False,9.99
2718160,RUVN Contest Reboot,['derevotyan'],['derevotyan'],"['Single-player', 'Full controller support']","['Adventure', 'Casual']",0,0,"['windows', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718210,The Skirmish,['SkirmishGame'],['SkirmishGame'],"['Single-player', 'Multi-player', 'Co-op', 'LAN Co-op', 'Family Sharing']","['Action', 'Indie', 'Massively Multiplayer']",0,0,['windows'],True,2024-01-05 00:00:00,[],2,0,2,0.0,2 user reviews,0.0,0,False,14.99
2718310,Xstall One - eVTOL flight simulator,['SimTrip.org'],['SimTrip.org'],"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'Racing', 'Simulation']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718320,Green Again,['mattsnippets'],['Slug Disco'],['Single-player'],"['Casual', 'Simulation', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718340,Deepy,['Strange Beat Games'],['Strange Beat Games'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718460,Mortui: Outbreak Secrets,['Yunus Berk Kaynak'],['Yunus Berk Kaynak'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",0,0,['windows'],True,2024-02-19 00:00:00,[],4,3,1,0.0,4 user reviews,75.0,0,False,0.99
2718500,Escape from Blackwood,['Irthael'],['Irthael'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,3,['windows'],True,2024-01-01 00:00:00,[],2,1,1,0.0,2 user reviews,50.0,0,False,7.99
2718550,The Snake Kingdom of Gennibar-Six,['Zak Thompson'],['Zak Thompson'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op']","['Adventure', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2718560,Maze!,['Bini Games'],['Bini Games'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Early Access']",0,0,['windows'],True,2023-12-27 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,2.99
2717600,Tipsy Rescue,"['Chocotech', 'Haejjang']",['Chocotech'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,2024-02-24 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,1.99
2717610,Void Reaper,['BIGX'],['BIGX'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'Early Access']",0,0,['windows'],True,2024-09-01 00:00:00,[],4,3,1,0.0,4 user reviews,75.0,0,False,3.99
2717620,Of Love and Eternity,['Acorn Bringer'],['Acorn Bringer'],"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717630,The Last Human: GO!,"['TK Game Studios', 'Legend Dream']",['TK Game Studios'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,2024-01-08 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,5.0
2717690,Roll Over Princess,['Gamal Studio'],['Gamal Studio'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",['RPG'],0,0,['windows'],True,2024-02-13 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,13.99
2717720,Citizen Zein,['OeOe Team'],['OeOe Team'],['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717730,Ravage,['Magnific Games'],['Magnific Games'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717740,D.BETA,"['LeeJaeHwan', 'AnSeongjun', 'YeoHyungwook', 'SonKyuSeob', 'YoonSungHyun']",['LeeJaeHwan'],['Single-player'],"['Casual', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717750,Tobla - Divine Path,['Nementic Games'],['rokaplay'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,9,['windows'],True,2024-03-29 00:00:00,[],92,86,6,8.0,Very Positive,93.5,0,False,7.99
2717780,The Da Vinci Cryptex 2,['XSGames'],['XSGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']",0,5,"['windows', 'mac']",True,2023-12-14 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,3.99
2717800,Project Vic,['Marco Hirschfeld'],['Marco Hirschfeld'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,15,['windows'],True,2024-03-29 00:00:00,[],5,5,0,0.0,5 user reviews,100.0,0,False,4.99
2717810,Void Wizard,['Antique Gear Games'],['Antique Gear Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",['Action'],0,23,['windows'],True,2024-04-12 00:00:00,[],32,32,0,7.0,Positive,100.0,0,False,1.99
2717850,Forklift Simulator,['Bandsoft'],['Aerosoft GmbH'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Simulation']",0,43,['windows'],True,2024-08-29 00:00:00,[],14,10,4,6.0,Mostly Positive,71.4,0,False,19.99
2717880,The Rogue Prince of Persia,['Evil Empire'],['Ubisoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Early Access']",0,49,['windows'],True,2024-05-27 00:00:00,[],567,490,77,8.0,Very Positive,86.4,0,False,19.99
2717900,Click to Clear,['Spaceflower'],['Spaceflower'],"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717940,RC: Car Maniacs,['GH Games'],['GH Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Sports']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717950,Melia Keys In... Quantum Decade,['Little Nous Studio'],['Little Nous Studio'],"['Single-player', 'Family Sharing']",['Indie'],0,0,"['windows', 'mac', 'linux']",True,2023-12-27 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,5.99
2718030,Sea under the sea under the sea,['Marginalact'],['Marginalact'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Action'],0,10,['windows'],True,2024-03-13 00:00:00,[],3,1,2,0.0,3 user reviews,33.3,0,False,9.99
2718060,Ninja Attack,['GalaxyAstro'],['GalaxyAstro'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,2023-12-26 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,4.99
2717080,Merry XMerge,['PiHoEntertainment'],['Yin Games'],"['Single-player', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,2023-12-25 00:00:00,[],522,510,12,9.0,Overwhelmingly Positive,97.7,0,False,0.99
2717110,Fifteen,['Latte Games JSC'],['Latte Games JSC'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2023-12-20 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,2.99
2717120,Shape of Clouds,['Latte Games JSC'],['Latte Games JSC'],['Single-player'],"['Casual', 'Indie']",0,0,['windows'],True,2023-12-20 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2717130,Pixsaw,['Latte Games JSC'],['Latte Games JSC'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2023-12-20 00:00:00,[],3,3,0,0.0,3 user reviews,100.0,0,False,2.99
2717140,No Way Out,['NGUYỄN MINH HÙNG'],['NGUYỄN TRUNG ĐỨC'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,0,['windows'],True,2023-12-15 00:00:00,[],3,1,2,0.0,3 user reviews,33.3,0,False,1.99
2717150,Blood Purge: Releaseburg,['SteadyBoar'],['SteadyBoar'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717160,WebCraft,['Tofubur'],['Tofubur'],"['Single-player', 'Steam Achievements']",['RPG'],0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717240,Neon Fantasy: Predators,['Quantum Quiver Games'],['Quantum Quiver Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",['Casual'],0,100,['windows'],True,2023-12-14 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,1.99
2717250,Don't Melt the Snowman,['Cool Studios'],['Cool Studios'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,2023-12-25 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,2.99
2717260,I'm counting to 6...,['EMIKA_GAMES'],['EMIKA_GAMES'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",0,6,['windows'],True,2024-01-26 00:00:00,[],157,129,28,8.0,Very Positive,82.2,0,False,6.99
2717270,FoxFire Mine,['loquorgames'],['loquorgames'],['Single-player'],['Action'],0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717330,Locked in a room while: Visiting an old Castle,['Dreamirl'],['Dreamirl'],"['Single-player', 'Steam Achievements', 'VR Only', 'Family Sharing']","['Adventure', 'Simulation']",0,0,['windows'],True,2024-01-07 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,2.99
2717390,Heading Home,['Aeon Soul Interactive'],['Aeon Soul Interactive'],"['Single-player', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,2023-12-27 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,7.99
2717400,霓虹人生,['AOKI STUDIO'],['AOKI STUDIO'],['Single-player'],"['Adventure', 'RPG', 'Simulation']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2717450,Museum Mystery: Deckbuilding Card Game,"['ST Stepanov Ivan Andreevich', 'Recently Played']",['Recently Played'],['Single-player'],"['Adventure', 'Indie', 'RPG', 'Strategy', 'Free To Play']",0,0,['windows'],True,2024-03-14 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2717480,Envelope,"['Skaar Game Productions', 'Numme']",['Skaar Game Productions'],"['Single-player', 'Captions available', 'Family Sharing']","['Adventure', 'Indie']",0,17,['windows'],True,2024-09-04 00:00:00,[],33,30,3,7.0,Positive,90.9,0,False,11.99
2716600,Mystic Labyrinth,['Roc Studios'],['Roc Studios'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Indie', 'Early Access']",0,0,['windows'],True,2024-05-12 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,2.99
2716690,Liquidum,['Marvellous Soft'],['Marvellous Soft'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,38,"['windows', 'mac', 'linux']",True,2024-02-21 00:00:00,"['Liquidum - Femme Fatale', 'Liquidum - Secrets of the Deep']",21,20,1,7.0,Positive,95.2,0,False,4.99
2716720,Make it! Takoyaki,['SAT-BOX'],['SAT-BOX'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,['windows'],True,2023-12-18 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,2.99
